Snapshot, Tunnel cluster, Tunnel, Throughput, Cost, Bottleneck radius, Bottleneck R error bound, Length, Curvature
protein.pdb0, 1, 1, 0.881923473510555, 0.12564999146688435, 2.06766572545287, -, 3.9533178372941307, 1.0436728016331334
