Snapshot, Tunnel cluster, Tunnel, Throughput, Cost, Bottleneck radius, Bottleneck R error bound, Length, Curvature
protein.pdb0, 1, 1, 0.9265979608237226, 0.07623550671027456, 2.766005673887275, -, 4.351283259424629, 1.191530764342728
protein.pdb0, 2, 2, 0.8638724821659389, 0.1463301111562888, 2.071931657655675, -, 6.572519558259579, 1.1451428840083657
