Snapshot, Tunnel cluster, Tunnel, Throughput, Cost, Bottleneck radius, Bottleneck R error bound, Length, Curvature
protein.pdb0, 1, 1, 0.6871375472573118, 0.3752207924516623, 1.408605038376444, -, 16.502773238395243, 1.3853800068579785
